group,text,label
complaint:26,what drug do doctors prescribe for fungal infection?,MEDICATION_SAFETY
complaint:26,"hi, what drug do doctors prescribe for fungal infection",MEDICATION_SAFETY
complaint:26,name of the tablet used in fungal infection,MEDICATION_SAFETY
complaint:26,name of the tablet used in fungal infection?,MEDICATION_SAFETY
complaint:26,"hi, name of the tablet used in fungal infection",MEDICATION_SAFETY
complaint:26,can i take two painkillers together for fungal infection,MEDICATION_SAFETY
complaint:26,can i take two painkillers together for fungal infection?,MEDICATION_SAFETY
complaint:26,"hi, can i take two painkillers together for fungal infection",MEDICATION_SAFETY
complaint:25,which tablet should i take for piles,MEDICATION_SAFETY
complaint:25,which tablet should i take for piles?,MEDICATION_SAFETY
complaint:25,"hi, which tablet should i take for piles",MEDICATION_SAFETY
complaint:25,what medicine is best for piles,MEDICATION_SAFETY
complaint:25,what medicine is best for piles?,MEDICATION_SAFETY
complaint:25,"hi, what medicine is best for piles",MEDICATION_SAFETY
complaint:25,what is the dosage of paracetamol for piles,MEDICATION_SAFETY
complaint:25,what is the dosage of paracetamol for piles?,MEDICATION_SAFETY
complaint:25,"hi, what is the dosage of paracetamol for piles",MEDICATION_SAFETY
complaint:25,can i take antibiotics for piles,MEDICATION_SAFETY
complaint:25,can i take antibiotics for piles?,MEDICATION_SAFETY
complaint:25,"hi, can i take antibiotics for piles",MEDICATION_SAFETY
complaint:25,suggest a medicine for piles,MEDICATION_SAFETY
complaint:25,suggest a medicine for piles?,MEDICATION_SAFETY
complaint:25,"hi, suggest a medicine for piles",MEDICATION_SAFETY
complaint:25,how many mg of ibuprofen for piles,MEDICATION_SAFETY
complaint:25,how many mg of ibuprofen for piles?,MEDICATION_SAFETY
complaint:25,"hi, how many mg of ibuprofen for piles",MEDICATION_SAFETY
complaint:25,should i take steroids for piles,MEDICATION_SAFETY
complaint:25,should i take steroids for piles?,MEDICATION_SAFETY
complaint:25,"hi, should i take steroids for piles",MEDICATION_SAFETY
complaint:25,what drug do doctors prescribe for piles,MEDICATION_SAFETY
complaint:25,what drug do doctors prescribe for piles?,MEDICATION_SAFETY
complaint:25,"hi, what drug do doctors prescribe for piles",MEDICATION_SAFETY
complaint:25,name of the tablet used in piles,MEDICATION_SAFETY
complaint:25,name of the tablet used in piles?,MEDICATION_SAFETY
complaint:25,"hi, name of the tablet used in piles",MEDICATION_SAFETY
complaint:25,can i take two painkillers together for piles,MEDICATION_SAFETY
complaint:25,can i take two painkillers together for piles?,MEDICATION_SAFETY
complaint:25,"hi, can i take two painkillers together for piles",MEDICATION_SAFETY
complaint:2,which tablet should i take for headache,MEDICATION_SAFETY
complaint:2,which tablet should i take for headache?,MEDICATION_SAFETY
complaint:2,"hi, which tablet should i take for headache",MEDICATION_SAFETY
complaint:2,what medicine is best for headache,MEDICATION_SAFETY
complaint:2,what medicine is best for headache?,MEDICATION_SAFETY
complaint:2,"hi, what medicine is best for headache",MEDICATION_SAFETY
complaint:2,what is the dosage of paracetamol for headache,MEDICATION_SAFETY
complaint:2,what is the dosage of paracetamol for headache?,MEDICATION_SAFETY
complaint:2,"hi, what is the dosage of paracetamol for headache",MEDICATION_SAFETY
complaint:2,can i take antibiotics for headache,MEDICATION_SAFETY
complaint:2,can i take antibiotics for headache?,MEDICATION_SAFETY
complaint:2,"hi, can i take antibiotics for headache",MEDICATION_SAFETY
complaint:2,suggest a medicine for headache,MEDICATION_SAFETY
complaint:2,suggest a medicine for headache?,MEDICATION_SAFETY
complaint:2,"hi, suggest a medicine for headache",MEDICATION_SAFETY
complaint:2,how many mg of ibuprofen for headache,MEDICATION_SAFETY
complaint:2,how many mg of ibuprofen for headache?,MEDICATION_SAFETY
complaint:2,"hi, how many mg of ibuprofen for headache",MEDICATION_SAFETY
complaint:2,should i take steroids for headache,MEDICATION_SAFETY
complaint:2,should i take steroids for headache?,MEDICATION_SAFETY
complaint:2,"hi, should i take steroids for headache",MEDICATION_SAFETY
complaint:2,what drug do doctors prescribe for headache,MEDICATION_SAFETY
complaint:2,what drug do doctors prescribe for headache?,MEDICATION_SAFETY
complaint:2,"hi, what drug do doctors prescribe for headache",MEDICATION_SAFETY
complaint:2,name of the tablet used in headache,MEDICATION_SAFETY
complaint:2,name of the tablet used in headache?,MEDICATION_SAFETY
complaint:2,"hi, name of the tablet used in headache",MEDICATION_SAFETY
complaint:2,can i take two painkillers together for headache,MEDICATION_SAFETY
complaint:2,can i take two painkillers together for headache?,MEDICATION_SAFETY
complaint:2,"hi, can i take two painkillers together for headache",MEDICATION_SAFETY
complaint:9,which tablet should i take for back pain,MEDICATION_SAFETY
complaint:9,which tablet should i take for back pain?,MEDICATION_SAFETY
complaint:9,"hi, which tablet should i take for back pain",MEDICATION_SAFETY
complaint:9,what medicine is best for back pain,MEDICATION_SAFETY
complaint:9,what medicine is best for back pain?,MEDICATION_SAFETY
complaint:9,"hi, what medicine is best for back pain",MEDICATION_SAFETY
complaint:9,what is the dosage of paracetamol for back pain,MEDICATION_SAFETY
complaint:9,what is the dosage of paracetamol for back pain?,MEDICATION_SAFETY
complaint:9,"hi, what is the dosage of paracetamol for back pain",MEDICATION_SAFETY
complaint:9,can i take antibiotics for back pain,MEDICATION_SAFETY
complaint:9,can i take antibiotics for back pain?,MEDICATION_SAFETY
complaint:9,"hi, can i take antibiotics for back pain",MEDICATION_SAFETY
complaint:9,suggest a medicine for back pain,MEDICATION_SAFETY
complaint:9,suggest a medicine for back pain?,MEDICATION_SAFETY
complaint:9,"hi, suggest a medicine for back pain",MEDICATION_SAFETY
complaint:9,how many mg of ibuprofen for back pain,MEDICATION_SAFETY
complaint:9,how many mg of ibuprofen for back pain?,MEDICATION_SAFETY
complaint:9,"hi, how many mg of ibuprofen for back pain",MEDICATION_SAFETY
complaint:9,should i take steroids for back pain,MEDICATION_SAFETY
complaint:9,should i take steroids for back pain?,MEDICATION_SAFETY
complaint:9,"hi, should i take steroids for back pain",MEDICATION_SAFETY
complaint:9,what drug do doctors prescribe for back pain,MEDICATION_SAFETY
complaint:9,what drug do doctors prescribe for back pain?,MEDICATION_SAFETY
complaint:9,"hi, what drug do doctors prescribe for back pain",MEDICATION_SAFETY
complaint:9,name of the tablet used in back pain,MEDICATION_SAFETY
complaint:9,name of the tablet used in back pain?,MEDICATION_SAFETY
complaint:9,"hi, name of the tablet used in back pain",MEDICATION_SAFETY
complaint:9,can i take two painkillers together for back pain,MEDICATION_SAFETY
complaint:9,can i take two painkillers together for back pain?,MEDICATION_SAFETY
complaint:9,"hi, can i take two painkillers together for back pain",MEDICATION_SAFETY
complaint:10,which tablet should i take for high blood pressure,MEDICATION_SAFETY
complaint:10,which tablet should i take for high blood pressure?,MEDICATION_SAFETY
complaint:10,"hi, which tablet should i take for high blood pressure",MEDICATION_SAFETY
complaint:10,what medicine is best for high blood pressure,MEDICATION_SAFETY
complaint:10,what medicine is best for high blood pressure?,MEDICATION_SAFETY
complaint:10,"hi, what medicine is best for high blood pressure",MEDICATION_SAFETY
complaint:10,what is the dosage of paracetamol for high blood pressure,MEDICATION_SAFETY
complaint:10,what is the dosage of paracetamol for high blood pressure?,MEDICATION_SAFETY
complaint:10,"hi, what is the dosage of paracetamol for high blood pressure",MEDICATION_SAFETY
complaint:10,can i take antibiotics for high blood pressure,MEDICATION_SAFETY
complaint:10,can i take antibiotics for high blood pressure?,MEDICATION_SAFETY
complaint:10,"hi, can i take antibiotics for high blood pressure",MEDICATION_SAFETY
complaint:10,suggest a medicine for high blood pressure,MEDICATION_SAFETY
complaint:10,suggest a medicine for high blood pressure?,MEDICATION_SAFETY
complaint:10,"hi, suggest a medicine for high blood pressure",MEDICATION_SAFETY
complaint:10,how many mg of ibuprofen for high blood pressure,MEDICATION_SAFETY
complaint:10,how many mg of ibuprofen for high blood pressure?,MEDICATION_SAFETY
complaint:10,"hi, how many mg of ibuprofen for high blood pressure",MEDICATION_SAFETY
complaint:10,should i take steroids for high blood pressure,MEDICATION_SAFETY
complaint:10,should i take steroids for high blood pressure?,MEDICATION_SAFETY
complaint:10,"hi, should i take steroids for high blood pressure",MEDICATION_SAFETY
complaint:10,what drug do doctors prescribe for high blood pressure,MEDICATION_SAFETY
complaint:10,what drug do doctors prescribe for high blood pressure?,MEDICATION_SAFETY
complaint:10,"hi, what drug do doctors prescribe for high blood pressure",MEDICATION_SAFETY
complaint:10,name of the tablet used in high blood pressure,MEDICATION_SAFETY
complaint:10,name of the tablet used in high blood pressure?,MEDICATION_SAFETY
complaint:10,"hi, name of the tablet used in high blood pressure",MEDICATION_SAFETY
complaint:10,can i take two painkillers together for high blood pressure,MEDICATION_SAFETY
complaint:10,can i take two painkillers together for high blood pressure?,MEDICATION_SAFETY
complaint:10,"hi, can i take two painkillers together for high blood pressure",MEDICATION_SAFETY
offtopic:19,how much does an iphone cost,OUT_OF_SCOPE
offtopic:19,how much does an iphone cost?,OUT_OF_SCOPE
offtopic:19,"hi, how much does an iphone cost",OUT_OF_SCOPE
offtopic:19,please tell me how much does an iphone cost,OUT_OF_SCOPE
offtopic:19,"doctor, how much does an iphone cost",OUT_OF_SCOPE
offtopic:21,write an essay about climate change,OUT_OF_SCOPE
offtopic:21,write an essay about climate change?,OUT_OF_SCOPE
offtopic:21,"hi, write an essay about climate change",OUT_OF_SCOPE
offtopic:21,please tell me write an essay about climate change,OUT_OF_SCOPE
offtopic:21,"doctor, write an essay about climate change",OUT_OF_SCOPE
offtopic:1,who won the world cup last year,OUT_OF_SCOPE
offtopic:1,who won the world cup last year?,OUT_OF_SCOPE
offtopic:1,"hi, who won the world cup last year",OUT_OF_SCOPE
offtopic:1,please tell me who won the world cup last year,OUT_OF_SCOPE
offtopic:1,"doctor, who won the world cup last year",OUT_OF_SCOPE
offtopic:4,how do i fix my laptop wifi,OUT_OF_SCOPE
offtopic:4,how do i fix my laptop wifi?,OUT_OF_SCOPE
offtopic:4,"hi, how do i fix my laptop wifi",OUT_OF_SCOPE
offtopic:4,please tell me how do i fix my laptop wifi,OUT_OF_SCOPE
offtopic:4,"doctor, how do i fix my laptop wifi",OUT_OF_SCOPE
offtopic:23,which hotel is cheapest in goa,OUT_OF_SCOPE
offtopic:23,which hotel is cheapest in goa?,OUT_OF_SCOPE
offtopic:23,"hi, which hotel is cheapest in goa",OUT_OF_SCOPE
offtopic:23,please tell me which hotel is cheapest in goa,OUT_OF_SCOPE
offtopic:23,"doctor, which hotel is cheapest in goa",OUT_OF_SCOPE
offtopic:9,book me a flight to delhi,OUT_OF_SCOPE
offtopic:9,book me a flight to delhi?,OUT_OF_SCOPE
offtopic:9,"hi, book me a flight to delhi",OUT_OF_SCOPE
offtopic:9,please tell me book me a flight to delhi,OUT_OF_SCOPE
offtopic:9,"doctor, book me a flight to delhi",OUT_OF_SCOPE
offtopic:13,what is the score of the cricket match,OUT_OF_SCOPE
offtopic:13,what is the score of the cricket match?,OUT_OF_SCOPE
offtopic:13,"hi, what is the score of the cricket match",OUT_OF_SCOPE
offtopic:13,please tell me what is the score of the cricket match,OUT_OF_SCOPE
offtopic:13,"doctor, what is the score of the cricket match",OUT_OF_SCOPE
offtopic:22,what is the exam timetable for this semester,OUT_OF_SCOPE
offtopic:22,what is the exam timetable for this semester?,OUT_OF_SCOPE
offtopic:22,"hi, what is the exam timetable for this semester",OUT_OF_SCOPE
offtopic:22,please tell me what is the exam timetable for this semester,OUT_OF_SCOPE
offtopic:22,"doctor, what is the exam timetable for this semester",OUT_OF_SCOPE
offtopic:27,convert 100 dollars to rupees,OUT_OF_SCOPE
offtopic:27,convert 100 dollars to rupees?,OUT_OF_SCOPE
offtopic:27,"hi, convert 100 dollars to rupees",OUT_OF_SCOPE
offtopic:27,please tell me convert 100 dollars to rupees,OUT_OF_SCOPE
offtopic:27,"doctor, convert 100 dollars to rupees",OUT_OF_SCOPE
offtopic:7,what is the price of bitcoin today,OUT_OF_SCOPE
offtopic:7,what is the price of bitcoin today?,OUT_OF_SCOPE
offtopic:7,"hi, what is the price of bitcoin today",OUT_OF_SCOPE
offtopic:7,please tell me what is the price of bitcoin today,OUT_OF_SCOPE
offtopic:7,"doctor, what is the price of bitcoin today",OUT_OF_SCOPE
offtopic:26,who acted in the latest marvel movie,OUT_OF_SCOPE
offtopic:26,who acted in the latest marvel movie?,OUT_OF_SCOPE
offtopic:26,"hi, who acted in the latest marvel movie",OUT_OF_SCOPE
offtopic:26,please tell me who acted in the latest marvel movie,OUT_OF_SCOPE
offtopic:26,"doctor, who acted in the latest marvel movie",OUT_OF_SCOPE
offtopic:10,who is the prime minister of india,OUT_OF_SCOPE
offtopic:10,who is the prime minister of india?,OUT_OF_SCOPE
offtopic:10,"hi, who is the prime minister of india",OUT_OF_SCOPE
offtopic:10,please tell me who is the prime minister of india,OUT_OF_SCOPE
offtopic:10,"doctor, who is the prime minister of india",OUT_OF_SCOPE
offtopic:20,explain the rules of football,OUT_OF_SCOPE
offtopic:20,explain the rules of football?,OUT_OF_SCOPE
offtopic:20,"hi, explain the rules of football",OUT_OF_SCOPE
offtopic:20,please tell me explain the rules of football,OUT_OF_SCOPE
offtopic:20,"doctor, explain the rules of football",OUT_OF_SCOPE
offtopic:0,what is the capital of france,OUT_OF_SCOPE
offtopic:0,what is the capital of france?,OUT_OF_SCOPE
offtopic:0,"hi, what is the capital of france",OUT_OF_SCOPE
offtopic:0,please tell me what is the capital of france,OUT_OF_SCOPE
offtopic:0,"doctor, what is the capital of france",OUT_OF_SCOPE
offtopic:8,give me a recipe for chocolate cake,OUT_OF_SCOPE
offtopic:8,give me a recipe for chocolate cake?,OUT_OF_SCOPE
offtopic:8,"hi, give me a recipe for chocolate cake",OUT_OF_SCOPE
offtopic:8,please tell me give me a recipe for chocolate cake,OUT_OF_SCOPE
offtopic:8,"doctor, give me a recipe for chocolate cake",OUT_OF_SCOPE
offtopic:3,what is the weather tomorrow in chennai,OUT_OF_SCOPE
offtopic:3,what is the weather tomorrow in chennai?,OUT_OF_SCOPE
offtopic:3,"hi, what is the weather tomorrow in chennai",OUT_OF_SCOPE
offtopic:3,please tell me what is the weather tomorrow in chennai,OUT_OF_SCOPE
